Pincode,Dealer,Model,Month,Financial_Year,Units_Sold
500013,jay1,wag,Aug-24,FY 24-25,33
500013,ada1,eec,Aug-24,FY 24-25,33
500013,kal2,eec,Aug-24,FY 24-25,44
500013,var2,spr,Sep-24,FY 24-25,37
500013,rk2,cel,Sep-24,FY 24-25,30
500013,ada1,swi,Sep-24,FY 24-25,40
500013,rk1,bre,Oct-24,FY 24-25,25
500013,var1,bre,Oct-24,FY 24-25,7
500013,ada2,ert,Oct-24,FY 24-25,17
500013,var1,spr,Nov-24,FY 24-25,15
500013,ada2,eec,Nov-24,FY 24-25,23
500013,rk2,wag,Nov-24,FY 24-25,44
500013,jay1,ert,Dec-24,FY 24-25,41
500013,var1,wag,Dec-24,FY 24-25,28
500013,ada2,eec,Dec-24,FY 24-25,16
500013,var1,cel,Jan-25,FY 25-26,11
500013,ada1,des,Jan-25,FY 25-26,28
500013,ada2,bre,Jan-25,FY 25-26,20
500013,rk2,spr,Feb-25,FY 25-26,12
500013,rk1,bre,Feb-25,FY 25-26,32
500013,ada2,Alt,Feb-25,FY 25-26,8
500013,var1,cel,Mar-25,FY 25-26,17
500013,jay2,ert,Mar-25,FY 25-26,19
500013,kal1,Alt,Mar-25,FY 25-26,30
500013,var1,bre,Apr-25,FY 25-26,27
500013,ada2,spr,Apr-25,FY 25-26,9
500013,jay2,Alt,Apr-25,FY 25-26,45
500013,rk2,spr,May-25,FY 25-26,6
500013,jay1,bre,May-25,FY 25-26,43
500013,var1,wag,May-25,FY 25-26,20
500013,ada1,ert,Jun-25,FY 25-26,12
500013,ace1,swi,Jun-25,FY 25-26,50
500013,kal2,wag,Jun-25,FY 25-26,32
500013,kal2,ert,Jul-25,FY 25-26,27
500013,rk1,des,Jul-25,FY 25-26,22
500013,ace1,des,Jul-25,FY 25-26,41
500013,var1,ert,Aug-25,FY 25-26,15
500013,ace1,wag,Aug-25,FY 25-26,38
500013,kal1,eec,Aug-25,FY 25-26,40
500013,ace1,eec,Sep-25,FY 25-26,13
500013,ada2,des,Sep-25,FY 25-26,18
500013,kal1,eec,Sep-25,FY 25-26,25
500013,var1,spr,Oct-25,FY 25-26,5
500013,rk1,Alt,Oct-25,FY 25-26,38
500013,kal2,spr,Oct-25,FY 25-26,12
500013,kal2,bre,Nov-25,FY 25-26,24
500013,jay2,eec,Nov-25,FY 25-26,27
500013,var2,bre,Nov-25,FY 25-26,32
500013,kal1,swi,Dec-25,FY 25-26,13
500013,ada2,des,Dec-25,FY 25-26,19
500013,kal2,cel,Dec-25,FY 25-26,27
500013,var2,wag,Jan-26,FY 25-26,19
500013,var1,swi,Jan-26,FY 25-26,28
500013,kal2,Alt,Jan-26,FY 25-26,12
500013,jay2,Alt,Feb-26,FY 25-26,47
500013,kal1,spr,Feb-26,FY 25-26,14
500013,var2,cel,Feb-26,FY 25-26,15
500013,ada2,cel,Mar-26,FY 25-26,5
500013,ada1,Alt,Mar-26,FY 25-26,37
500013,rk2,Alt,Mar-26,FY 25-26,42
500013,var1,swi,Apr-26,FY 25-26,36
500013,jay1,wag,Apr-26,FY 25-26,14
500013,ace1,bre,Apr-26,FY 25-26,40
500013,var1,cel,May-26,FY 25-26,46
500013,jay1,eec,May-26,FY 25-26,24
500013,ada1,wag,May-26,FY 25-26,35
500013,rk2,bre,Jun-26,FY 25-26,18
500013,ada2,ert,Jun-26,FY 25-26,44
500013,jay1,des,Jun-26,FY 25-26,35
500133,ada2,ert,Apr-24,FY 24-25,12
500133,rk2,ert,Apr-24,FY 24-25,30
500133,jay2,cel,Apr-24,FY 24-25,39
500133,jay2,bre,May-24,FY 24-25,32
500133,rk2,swi,May-24,FY 24-25,19
500133,jay1,bre,May-24,FY 24-25,23
500133,jay1,des,Jun-24,FY 24-25,42
500133,rk2,swi,Jun-24,FY 24-25,36
500133,jay2,ert,Jun-24,FY 24-25,22
500133,kal1,des,Jul-24,FY 24-25,5
500133,rk2,des,Jul-24,FY 24-25,50
500133,rk1,eec,Jul-24,FY 24-25,26
500133,ace1,spr,Aug-24,FY 24-25,8
500133,rk1,cel,Aug-24,FY 24-25,7
500133,var1,des,Aug-24,FY 24-25,48
500133,jay1,cel,Sep-24,FY 24-25,50
500133,jay2,cel,Sep-24,FY 24-25,30
500133,ace1,spr,Sep-24,FY 24-25,21
500133,jay2,cel,Oct-24,FY 24-25,15
500133,ada1,wag,Oct-24,FY 24-25,45
500133,ace1,wag,Oct-24,FY 24-25,33
500133,var1,swi,Nov-24,FY 24-25,50
500133,var2,spr,Nov-24,FY 24-25,17
500133,kal1,spr,Nov-24,FY 24-25,41
500133,kal1,eec,Dec-24,FY 24-25,18
500133,ada2,cel,Dec-24,FY 24-25,6
500133,jay2,spr,Dec-24,FY 24-25,22
500133,jay1,Alt,Jan-25,FY 25-26,12
500133,var1,spr,Jan-25,FY 25-26,38
500133,rk2,ert,Jan-25,FY 25-26,43
500133,ace1,wag,Feb-25,FY 25-26,25
500133,kal1,eec,Feb-25,FY 25-26,27
500133,var2,cel,Feb-25,FY 25-26,50
500133,ada1,eec,Mar-25,FY 25-26,32
500133,ada2,bre,Mar-25,FY 25-26,21
500133,var1,eec,Mar-25,FY 25-26,33
500133,rk1,Alt,Apr-25,FY 25-26,36
500133,ada2,bre,Apr-25,FY 25-26,19
500133,kal1,wag,Apr-25,FY 25-26,38
500133,rk1,cel,May-25,FY 25-26,17
500133,var2,eec,May-25,FY 25-26,13
500133,ace1,des,May-25,FY 25-26,11
500133,var2,Alt,Jun-25,FY 25-26,47
500133,kal1,bre,Jun-25,FY 25-26,14
500133,ada1,wag,Jun-25,FY 25-26,48
500133,kal1,ert,Jul-25,FY 25-26,17
500133,rk1,ert,Jul-25,FY 25-26,41
500133,ada1,wag,Jul-25,FY 25-26,45
500133,rk2,eec,Aug-25,FY 25-26,30
500133,kal1,eec,Aug-25,FY 25-26,14
500133,jay1,des,Aug-25,FY 25-26,17
500133,ace1,cel,Sep-25,FY 25-26,40
500133,jay1,swi,Sep-25,FY 25-26,21
500133,var2,eec,Sep-25,FY 25-26,14
500133,jay1,cel,Oct-25,FY 25-26,7
500133,kal2,ert,Oct-25,FY 25-26,33
500133,ada2,Alt,Oct-25,FY 25-26,19
500133,ada2,des,Nov-25,FY 25-26,12
500133,kal2,ert,Nov-25,FY 25-26,6
500133,ada1,swi,Nov-25,FY 25-26,29
500133,var1,swi,Dec-25,FY 25-26,40
500133,rk1,bre,Dec-25,FY 25-26,9
500133,rk2,wag,Dec-25,FY 25-26,39
500133,var2,des,Jan-26,FY 25-26,35
500133,ace1,bre,Jan-26,FY 25-26,37
500133,rk2,eec,Jan-26,FY 25-26,23
500133,jay2,eec,Feb-26,FY 25-26,50
500133,jay1,spr,Feb-26,FY 25-26,27
500133,var1,bre,Feb-26,FY 25-26,13
500133,kal1,des,Mar-26,FY 25-26,40
500133,ace1,swi,Mar-26,FY 25-26,30
500133,jay1,wag,Mar-26,FY 25-26,24
500133,ada1,cel,Apr-26,FY 25-26,37
500133,jay2,cel,Apr-26,FY 25-26,26
500133,kal2,wag,Apr-26,FY 25-26,38
500133,jay2,eec,May-26,FY 25-26,45
500133,kal1,swi,May-26,FY 25-26,29
500133,rk2,spr,May-26,FY 25-26,50
500133,var2,wag,Jun-26,FY 25-26,24
500133,ada1,eec,Jun-26,FY 25-26,44
500133,jay2,spr,Jun-26,FY 25-26,25
500015,rk2,Alt,Apr-24,FY 24-25,11
500015,ace1,wag,Apr-24,FY 24-25,16
500015,jay2,wag,Apr-24,FY 24-25,25
500015,kal2,des,May-24,FY 24-25,36
500015,var1,swi,May-24,FY 24-25,27
500015,ace1,cel,May-24,FY 24-25,5
500015,jay1,eec,Jun-24,FY 24-25,18
500015,ada1,ert,Jun-24,FY 24-25,39
500015,rk2,spr,Jun-24,FY 24-25,27
500015,var1,des,Jul-24,FY 24-25,41
500015,rk1,bre,Jul-24,FY 24-25,9
500015,var2,cel,Jul-24,FY 24-25,31
500015,rk2,ert,Aug-24,FY 24-25,33
500015,rk1,wag,Aug-24,FY 24-25,30
500015,jay1,wag,Aug-24,FY 24-25,12
500015,ada2,cel,Sep-24,FY 24-25,23
500015,rk2,swi,Sep-24,FY 24-25,42
500015,kal1,Alt,Sep-24,FY 24-25,38
500015,jay1,spr,Oct-24,FY 24-25,11
500015,ada1,cel,Oct-24,FY 24-25,20
500015,kal2,wag,Oct-24,FY 24-25,10
500015,var2,spr,Nov-24,FY 24-25,28
500015,ace1,des,Nov-24,FY 24-25,46
500015,rk2,cel,Nov-24,FY 24-25,33
500015,ada1,des,Dec-24,FY 24-25,40
500015,ace1,cel,Dec-24,FY 24-25,23
500015,var1,cel,Dec-24,FY 24-25,30
500015,jay1,des,Jan-25,FY 25-26,24
500015,rk1,bre,Jan-25,FY 25-26,7
500015,ace1,wag,Jan-25,FY 25-26,27
500015,var1,ert,Feb-25,FY 25-26,45
500015,jay2,des,Feb-25,FY 25-26,32
500015,kal2,bre,Feb-25,FY 25-26,40
500015,var1,Alt,Mar-25,FY 25-26,6
500015,kal1,spr,Mar-25,FY 25-26,36
500015,kal2,cel,Mar-25,FY 25-26,25
500015,ada2,bre,Apr-25,FY 25-26,12
500015,rk2,swi,Apr-25,FY 25-26,21
500015,var1,swi,Apr-25,FY 25-26,6
500015,kal1,wag,May-25,FY 25-26,40
500015,ada1,swi,May-25,FY 25-26,32
500015,jay1,Alt,May-25,FY 25-26,9
500015,var2,swi,Jun-25,FY 25-26,9
500015,ada2,bre,Jun-25,FY 25-26,25
500015,ada1,eec,Jun-25,FY 25-26,23
500015,ada2,swi,Jul-25,FY 25-26,49
500015,ada1,Alt,Jul-25,FY 25-26,34
500015,jay2,ert,Jul-25,FY 25-26,35
500015,ada2,spr,Aug-25,FY 25-26,13
500015,jay2,des,Aug-25,FY 25-26,27
500015,var2,cel,Aug-25,FY 25-26,19
500015,rk1,wag,Sep-25,FY 25-26,22
500015,jay2,eec,Sep-25,FY 25-26,5
500015,jay1,des,Sep-25,FY 25-26,8
500015,var2,Alt,Oct-25,FY 25-26,8
500015,rk2,bre,Oct-25,FY 25-26,42
500015,var1,ert,Oct-25,FY 25-26,31
500015,var2,swi,Nov-25,FY 25-26,5
500015,ada1,bre,Nov-25,FY 25-26,38
500015,jay1,swi,Nov-25,FY 25-26,43
500015,var1,wag,Dec-25,FY 25-26,23
500015,rk2,Alt,Dec-25,FY 25-26,26
500015,ace1,cel,Dec-25,FY 25-26,18
500015,jay1,cel,Jan-26,FY 25-26,12
500015,var2,cel,Jan-26,FY 25-26,34
500015,ada2,des,Jan-26,FY 25-26,10
500015,var1,eec,Feb-26,FY 25-26,35
500015,jay2,bre,Feb-26,FY 25-26,50
500015,rk2,ert,Feb-26,FY 25-26,22
500015,ace1,eec,Mar-26,FY 25-26,22
500015,jay2,wag,Mar-26,FY 25-26,45
500015,jay1,Alt,Mar-26,FY 25-26,19
500015,rk2,swi,Apr-26,FY 25-26,50
500015,var1,des,Apr-26,FY 25-26,12
500015,jay1,eec,Apr-26,FY 25-26,45
500015,kal2,cel,May-26,FY 25-26,26
500015,jay1,wag,May-26,FY 25-26,31
500015,var2,ert,May-26,FY 25-26,22
500015,ada1,wag,Jun-26,FY 25-26,33
500015,jay1,spr,Jun-26,FY 25-26,41
500015,ada2,swi,Jun-26,FY 25-26,39
500016,var1,spr,Apr-24,FY 24-25,46
500016,jay2,eec,Apr-24,FY 24-25,28
500016,var2,wag,Apr-24,FY 24-25,32
500016,kal1,des,May-24,FY 24-25,14
500016,rk1,spr,May-24,FY 24-25,20
500016,jay1,eec,May-24,FY 24-25,31
500016,ada1,spr,Jun-24,FY 24-25,12
500016,jay2,ert,Jun-24,FY 24-25,10
500016,kal2,eec,Jun-24,FY 24-25,38
500016,jay2,bre,Jul-24,FY 24-25,42
500016,rk1,eec,Jul-24,FY 24-25,36
500016,ace1,cel,Jul-24,FY 24-25,23
500016,jay1,bre,Aug-24,FY 24-25,36
500016,rk2,cel,Aug-24,FY 24-25,19
500016,jay2,spr,Aug-24,FY 24-25,31
500016,ada1,wag,Sep-24,FY 24-25,23
500016,ada2,des,Sep-24,FY 24-25,42
500016,rk1,spr,Sep-24,FY 24-25,39
500016,kal2,ert,Oct-24,FY 24-25,17
500016,jay1,wag,Oct-24,FY 24-25,39
500016,var2,swi,Oct-24,FY 24-25,22
500016,kal2,Alt,Nov-24,FY 24-25,5
500016,ada1,wag,Nov-24,FY 24-25,5
500016,var2,cel,Nov-24,FY 24-25,39
500016,ace1,Alt,Dec-24,FY 24-25,41
500016,ada1,Alt,Dec-24,FY 24-25,12
500016,var2,swi,Dec-24,FY 24-25,30
500016,ada2,spr,Jan-25,FY 25-26,38
500016,var1,spr,Jan-25,FY 25-26,40
500016,kal1,ert,Jan-25,FY 25-26,40
500016,ada1,Alt,Feb-25,FY 25-26,13
500016,jay1,spr,Feb-25,FY 25-26,44
500016,var2,Alt,Feb-25,FY 25-26,37
500016,rk2,swi,Mar-25,FY 25-26,24
500016,var1,Alt,Mar-25,FY 25-26,20
500016,ada1,eec,Mar-25,FY 25-26,5
500016,ada2,wag,Apr-25,FY 25-26,24
500016,ada1,wag,Apr-25,FY 25-26,29
500016,jay1,Alt,Apr-25,FY 25-26,32
500016,jay1,ert,May-25,FY 25-26,30
500016,ada2,cel,May-25,FY 25-26,41
500016,rk1,swi,May-25,FY 25-26,25
500016,ada2,wag,Jun-25,FY 25-26,21
500016,var2,Alt,Jun-25,FY 25-26,22
500016,kal2,wag,Jun-25,FY 25-26,49
500016,kal2,wag,Jul-25,FY 25-26,39
500016,jay2,eec,Jul-25,FY 25-26,13
500016,jay1,cel,Jul-25,FY 25-26,23
500016,kal1,swi,Aug-25,FY 25-26,15
500016,ada2,bre,Aug-25,FY 25-26,15
500016,jay1,eec,Aug-25,FY 25-26,36
500016,kal2,des,Sep-25,FY 25-26,46
500016,var1,spr,Sep-25,FY 25-26,16
500016,ace1,ert,Sep-25,FY 25-26,6
500016,ace1,spr,Oct-25,FY 25-26,27
500016,ada2,cel,Oct-25,FY 25-26,9
500016,var1,des,Oct-25,FY 25-26,36
500016,jay1,spr,Nov-25,FY 25-26,35
500016,var2,bre,Nov-25,FY 25-26,17
500016,kal1,bre,Nov-25,FY 25-26,45
500016,jay2,eec,Dec-25,FY 25-26,39
500016,rk2,Alt,Dec-25,FY 25-26,8
500016,ace1,ert,Dec-25,FY 25-26,40
500016,jay2,swi,Jan-26,FY 25-26,42
500016,rk1,spr,Jan-26,FY 25-26,21
500016,ada2,bre,Jan-26,FY 25-26,24
500016,rk2,eec,Feb-26,FY 25-26,47
500016,ada2,cel,Feb-26,FY 25-26,50
500016,rk1,spr,Feb-26,FY 25-26,15
500016,var1,des,Mar-26,FY 25-26,37
500016,kal1,spr,Mar-26,FY 25-26,30
500016,var2,bre,Mar-26,FY 25-26,10
500016,var1,cel,Apr-26,FY 25-26,39
500016,rk2,eec,Apr-26,FY 25-26,41
500016,ada2,spr,Apr-26,FY 25-26,5
500016,var1,eec,May-26,FY 25-26,47
500016,jay2,ert,May-26,FY 25-26,27
500016,ace1,ert,May-26,FY 25-26,42
500016,jay1,cel,Jun-26,FY 25-26,25
500016,rk1,cel,Jun-26,FY 25-26,12
500016,kal2,swi,Jun-26,FY 25-26,48
500017,ada2,ert,Apr-24,FY 24-25,17
500017,var2,des,Apr-24,FY 24-25,22
500017,ace1,cel,Apr-24,FY 24-25,33
500017,kal2,Alt,May-24,FY 24-25,34
500017,kal1,eec,May-24,FY 24-25,6
500017,ace1,des,May-24,FY 24-25,28
500017,ace1,Alt,Jun-24,FY 24-25,22
500017,jay2,swi,Jun-24,FY 24-25,17
500017,kal2,wag,Jun-24,FY 24-25,29
500017,kal1,bre,Jul-24,FY 24-25,28
500017,var1,spr,Jul-24,FY 24-25,7
500017,rk2,bre,Jul-24,FY 24-25,20
500017,kal2,ert,Aug-24,FY 24-25,50
500017,rk2,bre,Aug-24,FY 24-25,31
500017,var2,swi,Aug-24,FY 24-25,39
500017,rk1,spr,Sep-24,FY 24-25,38
500017,jay2,bre,Sep-24,FY 24-25,24
500017,jay1,eec,Sep-24,FY 24-25,42
500017,jay1,bre,Oct-24,FY 24-25,50
500017,rk2,swi,Oct-24,FY 24-25,8
500017,ada2,ert,Oct-24,FY 24-25,31
500017,ace1,eec,Nov-24,FY 24-25,5
500017,rk1,eec,Nov-24,FY 24-25,32
500017,var1,bre,Nov-24,FY 24-25,19
500017,jay1,eec,Dec-24,FY 24-25,45
500017,var1,eec,Dec-24,FY 24-25,27
500017,ace1,des,Dec-24,FY 24-25,49
500017,var1,bre,Jan-25,FY 25-26,10
500017,kal1,wag,Jan-25,FY 25-26,39
500017,ada1,cel,Jan-25,FY 25-26,28
500017,kal2,ert,Feb-25,FY 25-26,23
500017,ada1,swi,Feb-25,FY 25-26,10
500017,kal1,des,Feb-25,FY 25-26,34
500017,kal1,des,Mar-25,FY 25-26,22
500017,ace1,des,Mar-25,FY 25-26,41
500017,jay1,wag,Mar-25,FY 25-26,42
500017,kal1,ert,Apr-25,FY 25-26,30
500017,kal2,spr,Apr-25,FY 25-26,14
500017,var1,des,Apr-25,FY 25-26,9
500017,jay2,spr,May-25,FY 25-26,49
500017,ace1,Alt,May-25,FY 25-26,24
500017,var1,spr,May-25,FY 25-26,22
500017,var1,des,Jun-25,FY 25-26,35
500017,jay1,wag,Jun-25,FY 25-26,48
500017,kal1,eec,Jun-25,FY 25-26,11
500017,var2,eec,Jul-25,FY 25-26,16
500017,rk2,spr,Jul-25,FY 25-26,35
500017,jay1,spr,Jul-25,FY 25-26,27
500017,rk2,des,Aug-25,FY 25-26,19
500017,rk1,ert,Aug-25,FY 25-26,23
500017,jay1,spr,Aug-25,FY 25-26,48
500017,ada1,bre,Sep-25,FY 25-26,12
500017,jay1,ert,Sep-25,FY 25-26,45
500017,var1,swi,Sep-25,FY 25-26,22
500017,var2,ert,Oct-25,FY 25-26,23
500017,rk1,spr,Oct-25,FY 25-26,23
500017,kal2,cel,Oct-25,FY 25-26,44
500017,ada1,wag,Nov-25,FY 25-26,33
500017,kal1,cel,Nov-25,FY 25-26,35
500017,ace1,cel,Nov-25,FY 25-26,30
500017,rk2,swi,Dec-25,FY 25-26,45
500017,kal2,bre,Dec-25,FY 25-26,15
500017,var1,wag,Dec-25,FY 25-26,16
500017,ada2,swi,Jan-26,FY 25-26,23
500017,kal1,des,Jan-26,FY 25-26,37
500017,kal2,bre,Jan-26,FY 25-26,28
500017,rk1,swi,Feb-26,FY 25-26,44
500017,jay1,bre,Feb-26,FY 25-26,24
500017,ada2,Alt,Feb-26,FY 25-26,6
500017,ace1,bre,Mar-26,FY 25-26,34
500017,jay2,Alt,Mar-26,FY 25-26,49
500017,var1,bre,Mar-26,FY 25-26,31
500017,var1,ert,Apr-26,FY 25-26,8
500017,jay1,wag,Apr-26,FY 25-26,44
500017,kal1,bre,Apr-26,FY 25-26,15
500017,ada1,Alt,May-26,FY 25-26,12
500017,jay1,swi,May-26,FY 25-26,47
500017,kal2,Alt,May-26,FY 25-26,39
500017,ada2,des,Jun-26,FY 25-26,45
500017,rk1,Alt,Jun-26,FY 25-26,29
500017,ace1,Alt,Jun-26,FY 25-26,16
500018,kal1,spr,Apr-24,FY 24-25,13
500018,var2,eec,Apr-24,FY 24-25,9
500018,rk1,eec,Apr-24,FY 24-25,37
500018,var1,ert,May-24,FY 24-25,10
500018,kal1,ert,May-24,FY 24-25,23
500018,ada2,ert,May-24,FY 24-25,36
500018,kal1,ert,Jun-24,FY 24-25,39
500018,jay1,ert,Jun-24,FY 24-25,16
500018,jay2,spr,Jun-24,FY 24-25,21
500018,var2,Alt,Jul-24,FY 24-25,18
500018,kal1,wag,Jul-24,FY 24-25,49
500018,rk1,wag,Jul-24,FY 24-25,14
500018,ada1,cel,Aug-24,FY 24-25,47
500018,rk2,cel,Aug-24,FY 24-25,14
500018,jay2,eec,Aug-24,FY 24-25,49
500018,jay1,swi,Sep-24,FY 24-25,20
500018,rk1,eec,Sep-24,FY 24-25,22
500018,ace1,spr,Sep-24,FY 24-25,40
500018,var2,des,Oct-24,FY 24-25,22
500018,ada1,cel,Oct-24,FY 24-25,32
500018,ada2,spr,Oct-24,FY 24-25,11
500018,var2,eec,Nov-24,FY 24-25,27
500018,jay2,eec,Nov-24,FY 24-25,30
500018,kal2,Alt,Nov-24,FY 24-25,27
500018,ada2,wag,Dec-24,FY 24-25,42
500018,jay1,wag,Dec-24,FY 24-25,24
500018,jay2,swi,Dec-24,FY 24-25,47
500018,var2,swi,Jan-25,FY 25-26,23
500018,jay1,Alt,Jan-25,FY 25-26,21
500018,kal2,spr,Jan-25,FY 25-26,17
500018,rk1,spr,Feb-25,FY 25-26,36
500018,jay2,eec,Feb-25,FY 25-26,50
500018,jay1,ert,Feb-25,FY 25-26,46
500018,jay1,wag,Mar-25,FY 25-26,8
500018,ace1,bre,Mar-25,FY 25-26,20
500018,ada2,eec,Mar-25,FY 25-26,32
500018,kal1,swi,Apr-25,FY 25-26,38
500018,jay1,des,Apr-25,FY 25-26,7
500018,var1,Alt,Apr-25,FY 25-26,17
500018,var2,cel,May-25,FY 25-26,19
500018,jay1,eec,May-25,FY 25-26,48
500018,kal2,spr,May-25,FY 25-26,41
500018,ada1,Alt,Jun-25,FY 25-26,47
500018,jay1,eec,Jun-25,FY 25-26,26
500018,kal1,ert,Jun-25,FY 25-26,42
500018,ace1,eec,Jul-25,FY 25-26,48
500018,jay1,bre,Jul-25,FY 25-26,13
500018,jay2,wag,Jul-25,FY 25-26,41
500018,rk2,ert,Aug-25,FY 25-26,48
500018,kal2,eec,Aug-25,FY 25-26,48
500018,ada1,ert,Aug-25,FY 25-26,14
500018,ada2,swi,Sep-25,FY 25-26,22
500018,var2,ert,Sep-25,FY 25-26,33
500018,var1,ert,Sep-25,FY 25-26,50
500018,rk2,des,Oct-25,FY 25-26,32
500018,ada2,des,Oct-25,FY 25-26,37
500018,kal1,eec,Oct-25,FY 25-26,12
500018,ada1,cel,Nov-25,FY 25-26,43
500018,ace1,Alt,Nov-25,FY 25-26,50
500018,rk2,Alt,Nov-25,FY 25-26,49
500018,kal2,bre,Dec-25,FY 25-26,49
500018,jay2,des,Dec-25,FY 25-26,29
500018,var2,wag,Dec-25,FY 25-26,38
500018,kal1,eec,Jan-26,FY 25-26,35
500018,kal2,Alt,Jan-26,FY 25-26,38
500018,jay1,cel,Jan-26,FY 25-26,12
500018,ada2,ert,Feb-26,FY 25-26,11
500018,ace1,des,Feb-26,FY 25-26,25
500018,rk2,eec,Feb-26,FY 25-26,33
500018,ada1,bre,Mar-26,FY 25-26,11
500018,var1,Alt,Mar-26,FY 25-26,7
500018,jay1,bre,Mar-26,FY 25-26,50
500018,kal1,cel,Apr-26,FY 25-26,28
500018,ada1,cel,Apr-26,FY 25-26,28
500018,rk1,des,Apr-26,FY 25-26,20
500018,rk2,Alt,May-26,FY 25-26,40
500018,var1,wag,May-26,FY 25-26,25
500018,ada2,Alt,May-26,FY 25-26,26
500018,rk1,spr,Jun-26,FY 25-26,5
500018,var2,ert,Jun-26,FY 25-26,37
500018,jay2,wag,Jun-26,FY 25-26,19
500020,ada2,Alt,Apr-24,FY 24-25,46
500020,var2,eec,Apr-24,FY 24-25,30
500020,kal2,bre,Apr-24,FY 24-25,11
500020,jay1,spr,May-24,FY 24-25,27
500020,rk2,swi,May-24,FY 24-25,14
500020,jay2,des,May-24,FY 24-25,8
500020,kal2,des,Jun-24,FY 24-25,10
500020,ada1,cel,Jun-24,FY 24-25,5
500020,rk2,ert,Jun-24,FY 24-25,33
500020,var2,swi,Jul-24,FY 24-25,35
500020,ace1,des,Jul-24,FY 24-25,25
500020,kal2,swi,Jul-24,FY 24-25,22
500020,kal1,cel,Aug-24,FY 24-25,23
500020,var1,bre,Aug-24,FY 24-25,14
500020,ada1,cel,Aug-24,FY 24-25,14
500020,jay1,eec,Sep-24,FY 24-25,12
500020,rk2,des,Sep-24,FY 24-25,50
500020,kal2,bre,Sep-24,FY 24-25,7
500020,ada1,Alt,Oct-24,FY 24-25,47
500020,var2,ert,Oct-24,FY 24-25,34
500020,ace1,eec,Oct-24,FY 24-25,33
500020,var2,wag,Nov-24,FY 24-25,8
500020,kal2,Alt,Nov-24,FY 24-25,13
500020,jay2,des,Nov-24,FY 24-25,16
500020,kal1,des,Dec-24,FY 24-25,40
500020,jay2,cel,Dec-24,FY 24-25,41
500020,ace1,cel,Dec-24,FY 24-25,34
500020,var1,ert,Jan-25,FY 25-26,8
500020,var2,spr,Jan-25,FY 25-26,46
500020,kal1,swi,Jan-25,FY 25-26,5
500020,var2,swi,Feb-25,FY 25-26,50
500020,kal2,ert,Feb-25,FY 25-26,43
500020,ada2,wag,Feb-25,FY 25-26,39
500020,var1,eec,Mar-25,FY 25-26,39
500020,ace1,spr,Mar-25,FY 25-26,34
500020,kal2,swi,Mar-25,FY 25-26,25
500020,jay1,eec,Apr-25,FY 25-26,5
500020,var2,des,Apr-25,FY 25-26,45
500020,rk1,Alt,Apr-25,FY 25-26,21
500020,jay2,wag,May-25,FY 25-26,36
500020,ada1,Alt,May-25,FY 25-26,34
500020,rk2,des,May-25,FY 25-26,31
500020,rk1,ert,Jun-25,FY 25-26,10
500020,kal1,des,Jun-25,FY 25-26,33
500020,var1,Alt,Jun-25,FY 25-26,50
500020,kal2,spr,Jul-25,FY 25-26,48
500020,var2,swi,Jul-25,FY 25-26,34
500020,rk1,spr,Jul-25,FY 25-26,44
500020,var1,swi,Aug-25,FY 25-26,36
500020,jay2,eec,Aug-25,FY 25-26,20
500020,kal1,wag,Aug-25,FY 25-26,41
500020,rk1,bre,Sep-25,FY 25-26,11
500020,ada2,eec,Sep-25,FY 25-26,31
500020,jay1,des,Sep-25,FY 25-26,40
500020,kal2,Alt,Oct-25,FY 25-26,47
500020,var2,des,Oct-25,FY 25-26,24
500020,ada2,swi,Oct-25,FY 25-26,29
500020,kal2,bre,Nov-25,FY 25-26,32
500020,kal1,eec,Nov-25,FY 25-26,37
500020,var2,Alt,Nov-25,FY 25-26,45
500020,kal1,des,Dec-25,FY 25-26,21
500020,kal2,eec,Dec-25,FY 25-26,8
500020,ace1,des,Dec-25,FY 25-26,17
500020,ada1,Alt,Jan-26,FY 25-26,12
500020,ada2,eec,Jan-26,FY 25-26,24
500020,kal1,wag,Jan-26,FY 25-26,31
500020,var2,eec,Feb-26,FY 25-26,48
500020,jay1,spr,Feb-26,FY 25-26,12
500020,jay2,Alt,Feb-26,FY 25-26,23
500020,jay1,spr,Mar-26,FY 25-26,48
500020,rk1,cel,Mar-26,FY 25-26,25
500020,kal1,eec,Mar-26,FY 25-26,36
500020,kal1,spr,Apr-26,FY 25-26,36
500020,jay2,spr,Apr-26,FY 25-26,44
500020,rk1,cel,Apr-26,FY 25-26,21
500020,jay1,swi,May-26,FY 25-26,22
500020,var1,Alt,May-26,FY 25-26,6
500020,ace1,des,May-26,FY 25-26,47
500020,var2,des,Jun-26,FY 25-26,31
500020,rk1,bre,Jun-26,FY 25-26,42
500020,ada2,eec,Jun-26,FY 25-26,16
500023,ada2,des,Apr-24,FY 24-25,17
500023,kal1,des,Apr-24,FY 24-25,27
500023,kal2,bre,Apr-24,FY 24-25,44
500023,kal2,cel,May-24,FY 24-25,20
500023,jay2,Alt,May-24,FY 24-25,10
500023,var2,Alt,May-24,FY 24-25,49
500023,ace1,eec,Jun-24,FY 24-25,50
500023,jay1,cel,Jun-24,FY 24-25,8
500023,kal2,spr,Jun-24,FY 24-25,29
500023,ada2,cel,Jul-24,FY 24-25,41
500023,rk1,des,Jul-24,FY 24-25,33
500023,kal2,spr,Jul-24,FY 24-25,40
500023,ace1,eec,Aug-24,FY 24-25,41
